1239	viva	1	4
1240	suon	1	4
1241	lei	1	4
1242	così	1	4
1243	immensità	1	4
1244	s	1	4
1245	annega	1	4
1246	mio	1	4
1247	naufragar	1	4
1248	m	1	4
1249	è	1	4
1250	dolce	1	4
1251	in	1	4
1252	questo	1	4
1253	mare	1	4
1254	oh	2	5
1255	solitudine	3	5
1256	della	1	5
1257	mia	1	5
1258	dimora	2	5
1259	troppo	2	5
1260	a	5	5
1261	lungo	2	5
1262	vissi	1	5
1263	quale	1	5
1264	selvaggio	4	5
1265	in	3	5
1266	paese	1	5
1267	e	9	5
1268	ne	1	5
1269	ritorno	1	5
1270	te	1	5
1271	lagrime	1	5
1272	accennami	1	5
1273	pure	3	5
1274	minacciosa	1	5
1275	col	1	5
1276	dito	1	5
1277	come	3	5
1278	sogliono	1	5
1279	fare	1	5
1280	le	4	5
1281	madri	2	5
1282	sorridimi	1	5
1283	sanno	1	5
1284	sorridere	1	5
1285	dimmi	1	5
1286	chi	1	5
1287	era	1	5
1288	colui	1	5
1289	che	7	5
1290	un	3	5
1291	giorno	1	5
1292	uragano	1	5
1293	fuggì	1	5
1294	lontano	1	5
1295	da	1	5
1296	me	2	5
1297	involandosi	1	5
1298	esclamò	1	5
1299	io	2	5
1300	indugiai	1	5
1301	nella	3	5
1302	perciò	1	5
1303	disimparai	1	5
1304	tacere	1	5
1305	ciò	1	5
1306	l	3	5
1307	hai	3	5
1308	tu	6	5
1309	ora	2	5
1310	appreso	2	5
1311	o	1	5
1312	zarathustra	1	5
1313	so	2	5
1314	tutto	2	5
1315	moltitudine	1	5
1316	fosti	1	5
1317	più	1	5
1318	solo	1	5
1319	non	1	5
1320	quand	1	5
1321	eri	1	5
1322	vicino	1	5
1323	abbandono	1	5
1324	è	2	5
1325	altra	1	5
1326	cosa	1	5
1327	anche	1	5
1328	imparato	1	5
1329	tra	1	5
1330	gli	1	5
1331	uomini	1	5
1332	sarai	1	5
1333	sempre	1	5
1334	uno	1	5
1335	straniero	2	5
1336	quando	1	5
1337	ti	2	5
1338	amassero	1	5
1339	giacchè	2	5
1340	anzitutto	1	5
1341	essi	1	5
1342	vogliono	2	5
1343	indulgenza	1	5
1344	per	1	5
1345	sè	1	5
1346	stessi	1	5
1347	ma	1	5
1348	qui	4	5
1349	sei	1	5
1350	tua	3	5
1351	casa	1	5
1352	puoi	1	5
1353	dire	1	5
1354	quello	1	5
1355	pensi	1	5
1356	tutte	2	5
1357	tue	1	5
1358	ragioni	1	5
1359	nulla	1	5
1360	si	1	5
1361	vergogni	1	5
1362	degli	1	5
1363	affetti	1	5
1364	intimi	1	5
1365	forti	1	5
1366	cose	1	5
1367	vengono	1	5
1368	lusingatrici	1	5
1369	incontro	1	5
1370	al	1	5
1371	tuo	1	5
1372	parlare	1	5
1373	tentano	1	5
1374	esse	1	5
1375	cavalcare	1	5
1376	sulla	1	5
1377	groppa	1	5
1378	con	1	5
1379	ogni	1	5
1380	parabola	1	5
1381	cavalchi	1	5
1382	verso	1	5
1383	una	1	5
1384	verità	1	5
